IPS ID,Event Time,Location,Instruments,Catalog
2011-11-26T18:09:00-IPS-001,2011-11-26T18:09Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2011-11-28T15:00:00-IPS-001,2011-11-28T15:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2011-11-28T21:15:00-IPS-001,2011-11-28T21:15Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2011-12-02T05:45:00-IPS-001,2011-12-02T05:45Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2011-12-02T16:03:00-IPS-001,2011-12-02T16:03Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2011-12-02T17:17:00-IPS-001,2011-12-02T17:17Z,Earth,DSCOVR: PLASMAG,SWRC_CATALOG
2011-12-06T22:45:00-IPS-001,2011-12-06T22:45Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2011-12-16T15:00:00-IPS-001,2011-12-16T15:00Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2011-12-17T02:00:00-IPS-001,2011-12-17T02:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2011-12-21T09:27:00-IPS-001,2011-12-21T09:27Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2011-12-25T02:00:00-IPS-001,2011-12-25T02:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2011-12-26T23:50:00-IPS-001,2011-12-26T23:50Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2011-12-28T09:56:00-IPS-001,2011-12-28T09:56Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2011-12-30T16:27:00-IPS-001,2011-12-30T16:27Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-01-01T13:30:00-IPS-001,2012-01-01T13:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-01-02T18:28:00-IPS-001,2012-01-02T18:28Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-01-03T04:52:00-IPS-001,2012-01-03T04:52Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-01-03T17:56:00-IPS-001,2012-01-03T17:56Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-01-04T17:00:00-IPS-001,2012-01-04T17:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-01-05T20:40:00-IPS-001,2012-01-05T20:40Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-01-10T13:30:00-IPS-001,2012-01-10T13:30Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-01-11T04:30:00-IPS-001,2012-01-11T04:30Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-01-16T10:00:00-IPS-001,2012-01-16T10:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-01-19T01:46:00-IPS-001,2012-01-19T01:46Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-01-21T04:00:00-IPS-001,2012-01-21T04:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-01-22T05:15:00-IPS-001,2012-01-22T05:15Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-01-24T14:30:00-IPS-001,2012-01-24T14:30Z,Earth,ACE: MAG,SWRC_CATALOG
2012-01-25T22:10:00-IPS-001,2012-01-25T22:10Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-01-28T19:40:00-IPS-001,2012-01-28T19:40Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-01-29T05:40:00-IPS-001,2012-01-29T05:40Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-01-29T12:00:00-IPS-001,2012-01-29T12:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-01-30T11:07:00-IPS-001,2012-01-30T11:07Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-01-30T15:37:00-IPS-001,2012-01-30T15:37Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-02-06T23:30:00-IPS-001,2012-02-06T23:30Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-02-13T16:00:00-IPS-001,2012-02-13T16:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-02-14T07:03:00-IPS-001,2012-02-14T07:03Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-02-16T07:00:00-IPS-001,2012-02-16T07:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-02-21T05:05:00-IPS-001,2012-02-21T05:05Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-02-26T20:57:00-IPS-001,2012-02-26T20:57Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2012-02-29T05:00:00-IPS-001,2012-02-29T05:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-03-02T21:00:00-IPS-001,2012-03-02T21:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-03-03T10:00:00-IPS-001,2012-03-03T10:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-03-04T10:34:00-IPS-002,2012-03-04T10:34Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-03-04T10:34:00-IPS-001,2012-03-04T10:34Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-03-04T18:00:00-IPS-001,2012-03-04T18:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-03-05T12:28:00-IPS-001,2012-03-05T12:28Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-03-06T06:40:00-IPS-001,2012-03-06T06:40Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2012-03-07T04:37:00-IPS-001,2012-03-07T04:37Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-03-08T11:03:00-IPS-001,2012-03-08T11:03Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-03-08T13:36:00-IPS-001,2012-03-08T13:36Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-03-10T21:17:00-IPS-001,2012-03-10T21:17Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-03-11T05:34:00-IPS-001,2012-03-11T05:34Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-03-12T08:42:00-IPS-001,2012-03-12T08:42Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2012-03-15T12:35:00-IPS-001,2012-03-15T12:35Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2012-03-15T22:31:00-IPS-001,2012-03-15T22:31Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-03-18T19:31:00-IPS-001,2012-03-18T19:31Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-03-19T19:17:00-IPS-001,2012-03-19T19:17Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-03-26T16:30:00-IPS-001,2012-03-26T16:30Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-03-28T21:37:00-IPS-001,2012-03-28T21:37Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-03-29T23:25:00-IPS-001,2012-03-29T23:25Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-04-04T22:00:00-IPS-001,2012-04-04T22:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-04-09T05:13:00-IPS-001,2012-04-09T05:13Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-04-17T03:36:00-IPS-001,2012-04-17T03:36Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-04-19T10:07:00-IPS-001,2012-04-19T10:07Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-04-23T02:27:00-IPS-001,2012-04-23T02:27Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2012-04-25T17:00:00-IPS-001,2012-04-25T17:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-05-08T08:39:00-IPS-001,2012-05-08T08:39Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-05-08T14:55:00-IPS-001,2012-05-08T14:55Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-05-09T13:30:00-IPS-001,2012-05-09T13:30Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-05-12T23:08:00-IPS-001,2012-05-12T23:08Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-05-16T16:00:00-IPS-001,2012-05-16T16:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-05-18T12:00:00-IPS-001,2012-05-18T12:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-05-18T12:09:00-IPS-001,2012-05-18T12:09Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-05-24T01:00:00-IPS-001,2012-05-24T01:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-05-25T08:22:00-IPS-001,2012-05-25T08:22Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-05-27T08:43:00-IPS-001,2012-05-27T08:43Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-05-28T02:48:00-IPS-001,2012-05-28T02:48Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-06-08T07:00:00-IPS-001,2012-06-08T07:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-06-11T21:06:00-IPS-001,2012-06-11T21:06Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-06-16T08:55:00-IPS-001,2012-06-16T08:55Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2012-06-18T08:00:00-IPS-001,2012-06-18T08:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-06-20T08:20:00-IPS-001,2012-06-20T08:20Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-06-20T18:16:00-IPS-001,2012-06-20T18:16Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-06-25T20:55:00-IPS-001,2012-06-25T20:55Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-06-28T08:38:00-IPS-001,2012-06-28T08:38Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-07-04T06:56:00-IPS-001,2012-07-04T06:56Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-07-04T19:00:00-IPS-001,2012-07-04T19:00Z,Earth,DSCOVR: PLASMAG,SWRC_CATALOG
2012-07-08T08:00:00-IPS-001,2012-07-08T08:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-07-10T18:55:00-IPS-001,2012-07-10T18:55Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-07-13T10:52:00-IPS-001,2012-07-13T10:52Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-07-14T17:26:00-IPS-001,2012-07-14T17:26Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2012-07-16T00:45:00-IPS-001,2012-07-16T00:45Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-07-17T03:40:00-IPS-001,2012-07-17T03:40Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-07-20T22:43:00-IPS-001,2012-07-20T22:43Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-07-21T16:12:00-IPS-001,2012-07-21T16:12Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-07-23T20:55:00-IPS-001,2012-07-23T20:55Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-07-23T21:21:00-IPS-001,2012-07-23T21:21Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-07-28T14:59:00-IPS-001,2012-07-28T14:59Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-08-05T15:37:00-IPS-001,2012-08-05T15:37Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-08-07T21:18:00-IPS-001,2012-08-07T21:18Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2012-08-09T11:33:00-IPS-001,2012-08-09T11:33Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-08-13T14:23:00-IPS-001,2012-08-13T14:23Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-08-24T22:23:00-IPS-001,2012-08-24T22:23Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-08-29T06:35:00-IPS-001,2012-08-29T06:35Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-09-01T06:00:00-IPS-001,2012-09-01T06:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-09-03T07:11:00-IPS-001,2012-09-03T07:11Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-09-03T11:23:00-IPS-001,2012-09-03T11:23Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2012-09-04T22:45:00-IPS-001,2012-09-04T22:45Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-09-06T02:00:00-IPS-001,2012-09-06T02:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-09-09T00:07:00-IPS-001,2012-09-09T00:07Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-09-09T10:26:00-IPS-001,2012-09-09T10:26Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-09-11T17:10:00-IPS-001,2012-09-11T17:10Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-09-16T23:11:00-IPS-001,2012-09-16T23:11Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-09-19T09:53:00-IPS-001,2012-09-19T09:53Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-09-19T21:45:00-IPS-001,2012-09-19T21:45Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-09-20T18:29:00-IPS-001,2012-09-20T18:29Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-09-23T08:44:00-IPS-001,2012-09-23T08:44Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-09-23T14:28:00-IPS-001,2012-09-23T14:28Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-09-25T16:26:00-IPS-001,2012-09-25T16:26Z,STEREO B,STEREO B: PLASTIC;STEREO B: IMPACT;,SWRC_CATALOG
2012-09-29T18:45:00-IPS-001,2012-09-29T18:45Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-09-30T22:12:00-IPS-001,2012-09-30T22:12Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2012-10-02T22:00:00-IPS-001,2012-10-02T22:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-10-05T02:51:00-IPS-001,2012-10-05T02:51Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-10-08T04:30:00-IPS-001,2012-10-08T04:30Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2012-10-11T01:46:00-IPS-001,2012-10-11T01:46Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-10-12T00:13:00-IPS-001,2012-10-12T00:13Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-10-12T19:00:00-IPS-001,2012-10-12T19:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-10-17T06:57:00-IPS-001,2012-10-17T06:57Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-10-22T15:35:00-IPS-001,2012-10-22T15:35Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-10-23T09:54:00-IPS-001,2012-10-23T09:54Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-10-25T19:10:00-IPS-001,2012-10-25T19:10Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-10-26T00:42:00-IPS-001,2012-10-26T00:42Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-10-27T16:42:00-IPS-001,2012-10-27T16:42Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-10-31T15:00:00-IPS-001,2012-10-31T15:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-11-04T01:22:00-IPS-001,2012-11-04T01:22Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-11-09T03:00:00-IPS-001,2012-11-09T03:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-11-10T22:30:00-IPS-001,2012-11-10T22:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-11-11T13:36:00-IPS-001,2012-11-11T13:36Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-11-11T21:19:00-IPS-001,2012-11-11T21:19Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-11-12T22:15:00-IPS-001,2012-11-12T22:15Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2012-11-13T20:57:00-IPS-001,2012-11-13T20:57Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-11-19T09:50:00-IPS-001,2012-11-19T09:50Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-11-20T02:00:00-IPS-001,2012-11-20T02:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-11-21T06:07:00-IPS-001,2012-11-21T06:07Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2012-11-23T18:27:00-IPS-001,2012-11-23T18:27Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-11-23T21:10:00-IPS-001,2012-11-23T21:10Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2012-11-26T07:57:00-IPS-001,2012-11-26T07:57Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2012-11-26T12:00:00-IPS-001,2012-11-26T12:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-11-28T03:36:00-IPS-001,2012-11-28T03:36Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2012-11-28T18:00:00-IPS-001,2012-11-28T18:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-12-14T02:00:00-IPS-001,2012-12-14T02:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2012-12-25T00:37:00-IPS-001,2012-12-25T00:37Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-01-09T02:25:00-IPS-001,2013-01-09T02:25Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-01-17T16:00:00-IPS-001,2013-01-17T16:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-01-18T12:37:00-IPS-001,2013-01-18T12:37Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-01-25T00:14:00-IPS-001,2013-01-25T00:14Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-02-08T07:44:00-IPS-001,2013-02-08T07:44Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-02-08T08:20:00-IPS-001,2013-02-08T08:20Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-02-13T17:00:00-IPS-001,2013-02-13T17:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-02-16T12:09:00-IPS-001,2013-02-16T12:09Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-02-18T03:06:00-IPS-001,2013-02-18T03:06Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-02-19T07:44:00-IPS-001,2013-02-19T07:44Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-02-28T21:14:00-IPS-001,2013-02-28T21:14Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-03-07T12:23:00-IPS-001,2013-03-07T12:23Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-03-08T02:20:00-IPS-001,2013-03-08T02:20Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-03-17T05:59:00-IPS-001,2013-03-17T05:59Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-03-20T17:00:00-IPS-001,2013-03-20T17:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-03-24T05:20:00-IPS-001,2013-03-24T05:20Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-03-26T02:45:00-IPS-001,2013-03-26T02:45Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-03-27T16:09:00-IPS-001,2013-03-27T16:09Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-04-09T23:40:00-IPS-001,2013-04-09T23:40Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-04-13T22:12:00-IPS-001,2013-04-13T22:12Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-04-16T15:36:00-IPS-001,2013-04-16T15:36Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-04-18T06:10:00-IPS-001,2013-04-18T06:10Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-04-21T06:42:00-IPS-001,2013-04-21T06:42Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2013-04-22T05:50:00-IPS-001,2013-04-22T05:50Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2013-04-22T10:08:00-IPS-001,2013-04-22T10:08Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-04-27T01:09:00-IPS-001,2013-04-27T01:09Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-04-27T04:19:00-IPS-001,2013-04-27T04:19Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-04-27T23:32:00-IPS-001,2013-04-27T23:32Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-04-28T19:38:00-IPS-001,2013-04-28T19:38Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-04-30T09:49:00-IPS-001,2013-04-30T09:49Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-05-01T05:45:00-IPS-001,2013-05-01T05:45Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2013-05-01T09:00:00-IPS-001,2013-05-01T09:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-05-02T21:02:00-IPS-001,2013-05-02T21:02Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-05-04T04:52:00-IPS-001,2013-05-04T04:52Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-05-07T04:37:00-IPS-001,2013-05-07T04:37Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-05-12T23:30:00-IPS-001,2013-05-12T23:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-05-15T13:34:00-IPS-001,2013-05-15T13:34Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-05-17T02:54:00-IPS-001,2013-05-17T02:54Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-05-18T00:23:00-IPS-001,2013-05-18T00:23Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-05-19T18:53:00-IPS-001,2013-05-19T18:53Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
