IPS ID,Event Time,Location,Instruments,Catalog
2013-05-19T22:20:00-IPS-001,2013-05-19T22:20Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-05-24T17:35:00-IPS-001,2013-05-24T17:35Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-05-25T20:00:00-IPS-001,2013-05-25T20:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-05-29T12:00:00-IPS-001,2013-05-29T12:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-06-02T06:09:00-IPS-001,2013-06-02T06:09Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-06-06T02:55:00-IPS-001,2013-06-06T02:55Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-06-08T06:00:00-IPS-001,2013-06-08T06:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-06-19T15:08:00-IPS-001,2013-06-19T15:08Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-06-19T21:30:00-IPS-001,2013-06-19T21:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-06-20T11:13:00-IPS-001,2013-06-20T11:13Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-06-21T17:37:00-IPS-001,2013-06-21T17:37Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2013-06-27T14:38:00-IPS-001,2013-06-27T14:38Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-06-27T16:17:00-IPS-001,2013-06-27T16:17Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-07-05T01:00:00-IPS-001,2013-07-05T01:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-07-05T07:04:00-IPS-001,2013-07-05T07:04Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-07-09T19:56:00-IPS-001,2013-07-09T19:56Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-07-11T01:05:00-IPS-001,2013-07-11T01:05Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2013-07-12T17:14:00-IPS-001,2013-07-12T17:14Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-07-14T23:20:00-IPS-001,2013-07-14T23:20Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-07-25T06:12:00-IPS-001,2013-07-25T06:12Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-07-27T18:52:00-IPS-001,2013-07-27T18:52Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-08-10T09:16:00-IPS-001,2013-08-10T09:16Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-08-20T12:41:00-IPS-001,2013-08-20T12:41Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2013-08-20T22:27:00-IPS-001,2013-08-20T22:27Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-08-22T02:10:00-IPS-001,2013-08-22T02:10Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-08-22T07:05:00-IPS-001,2013-08-22T07:05Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-08-22T19:26:00-IPS-001,2013-08-22T19:26Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-08-24T00:03:00-IPS-001,2013-08-24T00:03Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-09-01T01:10:00-IPS-001,2013-09-01T01:10Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-09-03T15:50:00-IPS-001,2013-09-03T15:50Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-09-05T13:39:00-IPS-001,2013-09-05T13:39Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2013-09-09T14:32:00-IPS-001,2013-09-09T14:32Z,STEREO B,STEREO B: IMPACT,SWRC_CATALOG
2013-09-12T23:36:00-IPS-001,2013-09-12T23:36Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2013-09-15T16:20:00-IPS-001,2013-09-15T16:20Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-09-21T06:00:00-IPS-001,2013-09-21T06:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-10-02T01:54:00-IPS-001,2013-10-02T01:54Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-10-04T04:28:00-IPS-001,2013-10-04T04:28Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-10-08T04:54:00-IPS-001,2013-10-08T04:54Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-10-08T20:20:00-IPS-001,2013-10-08T20:20Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-10-17T15:15:00-IPS-001,2013-10-17T15:15Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-10-21T18:23:00-IPS-001,2013-10-21T18:23Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-10-22T17:01:00-IPS-001,2013-10-22T17:01Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-10-26T11:07:00-IPS-001,2013-10-26T11:07Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2013-10-27T12:35:00-IPS-001,2013-10-27T12:35Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2013-10-29T07:00:00-IPS-001,2013-10-29T07:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-10-29T07:15:00-IPS-001,2013-10-29T07:15Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2013-11-01T10:55:00-IPS-001,2013-11-01T10:55Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-11-04T08:56:00-IPS-001,2013-11-04T08:56Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-11-05T02:43:00-IPS-001,2013-11-05T02:43Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-11-06T02:00:00-IPS-001,2013-11-06T02:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-11-07T00:00:00-IPS-001,2013-11-07T00:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-11-08T13:30:00-IPS-001,2013-11-08T13:30Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-11-08T22:00:00-IPS-001,2013-11-08T22:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-11-11T10:31:00-IPS-001,2013-11-11T10:31Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-11-11T17:00:00-IPS-001,2013-11-11T17:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-11-13T17:00:00-IPS-001,2013-11-13T17:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-11-14T05:50:00-IPS-001,2013-11-14T05:50Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-11-18T18:24:00-IPS-001,2013-11-18T18:24Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-11-23T01:00:00-IPS-001,2013-11-23T01:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-11-24T03:22:00-IPS-001,2013-11-24T03:22Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-11-26T19:30:00-IPS-001,2013-11-26T19:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-11-30T14:25:00-IPS-001,2013-11-30T14:25Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2013-11-30T20:00:00-IPS-001,2013-11-30T20:00Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2013-12-01T13:00:00-IPS-001,2013-12-01T13:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-12-01T22:29:00-IPS-001,2013-12-01T22:29Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-12-08T00:00:00-IPS-001,2013-12-08T00:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-12-08T18:22:00-IPS-001,2013-12-08T18:22Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-12-15T13:00:00-IPS-001,2013-12-15T13:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-12-17T13:29:00-IPS-001,2013-12-17T13:29Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-12-21T08:25:00-IPS-001,2013-12-21T08:25Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-12-22T00:00:00-IPS-001,2013-12-22T00:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-12-24T21:00:00-IPS-001,2013-12-24T21:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-12-25T11:49:00-IPS-001,2013-12-25T11:49Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-12-27T04:14:00-IPS-001,2013-12-27T04:14Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2013-12-27T22:22:00-IPS-001,2013-12-27T22:22Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-12-28T16:00:00-IPS-001,2013-12-28T16:00Z,STEREO B,STEREO B: PLASTIC,SWRC_CATALOG
2013-12-28T17:06:00-IPS-001,2013-12-28T17:06Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2013-12-30T09:00:00-IPS-001,2013-12-30T09:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2013-12-31T13:31:00-IPS-001,2013-12-31T13:31Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2013-12-31T21:47:00-IPS-001,2013-12-31T21:47Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-01-01T10:10:00-IPS-001,2014-01-01T10:10Z,Earth,ACE: MAG,SWRC_CATALOG
2014-01-05T06:00:00-IPS-001,2014-01-05T06:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-01-07T14:26:00-IPS-001,2014-01-07T14:26Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-01-08T17:00:00-IPS-001,2014-01-08T17:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-01-09T13:17:00-IPS-001,2014-01-09T13:17Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-01-09T19:32:00-IPS-001,2014-01-09T19:32Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-01-13T17:17:00-IPS-001,2014-01-13T17:17Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-01-16T20:00:00-IPS-001,2014-01-16T20:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-01-18T19:43:00-IPS-001,2014-01-18T19:43Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2014-01-24T03:25:00-IPS-001,2014-01-24T03:25Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2014-01-24T07:00:00-IPS-001,2014-01-24T07:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-01-25T02:00:00-IPS-001,2014-01-25T02:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-01-27T18:37:00-IPS-001,2014-01-27T18:37Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2014-01-29T05:20:00-IPS-001,2014-01-29T05:20Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-01-29T18:13:00-IPS-001,2014-01-29T18:13Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-02-01T06:30:00-IPS-001,2014-02-01T06:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-02-02T00:18:00-IPS-001,2014-02-02T00:18Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-02-02T23:18:00-IPS-001,2014-02-02T23:18Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-02-05T03:30:00-IPS-001,2014-02-05T03:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-02-05T14:00:00-IPS-001,2014-02-05T14:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-02-05T16:00:00-IPS-001,2014-02-05T16:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-02-06T11:34:00-IPS-001,2014-02-06T11:34Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-02-07T16:16:00-IPS-001,2014-02-07T16:16Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-02-07T20:59:00-IPS-001,2014-02-07T20:59Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-02-09T11:27:00-IPS-001,2014-02-09T11:27Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-02-10T16:00:00-IPS-001,2014-02-10T16:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-02-13T04:50:00-IPS-001,2014-02-13T04:50Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2014-02-13T08:50:00-IPS-001,2014-02-13T08:50Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-02-15T12:35:00-IPS-001,2014-02-15T12:35Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-02-16T07:50:00-IPS-001,2014-02-16T07:50Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-02-17T03:00:00-IPS-001,2014-02-17T03:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-02-17T04:16:00-IPS-001,2014-02-17T04:16Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2014-02-18T05:00:00-IPS-001,2014-02-18T05:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-02-19T03:10:00-IPS-001,2014-02-19T03:10Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-02-20T02:50:00-IPS-001,2014-02-20T02:50Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-02-21T07:17:00-IPS-001,2014-02-21T07:17Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-02-22T08:00:00-IPS-001,2014-02-22T08:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-02-22T23:06:00-IPS-001,2014-02-22T23:06Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-02-23T06:00:00-IPS-001,2014-02-23T06:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-02-25T12:15:00-IPS-001,2014-02-25T12:15Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-02-27T16:10:00-IPS-001,2014-02-27T16:10Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-02-27T21:00:00-IPS-001,2014-02-27T21:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-02-28T04:20:00-IPS-001,2014-02-28T04:20Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-03-03T22:00:00-IPS-001,2014-03-03T22:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-03-07T18:35:00-IPS-001,2014-03-07T18:35Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-03-08T05:00:00-IPS-001,2014-03-08T05:00Z,Earth,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-03-11T09:30:00-IPS-001,2014-03-11T09:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-03-14T16:37:00-IPS-001,2014-03-14T16:37Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-03-14T23:00:00-IPS-001,2014-03-14T23:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-03-18T12:00:00-IPS-001,2014-03-18T12:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-03-25T19:25:00-IPS-001,2014-03-25T19:25Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-03-26T22:15:00-IPS-001,2014-03-26T22:15Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-03-30T21:38:00-IPS-001,2014-03-30T21:38Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-03-31T04:30:00-IPS-001,2014-03-31T04:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-04-01T04:53:00-IPS-001,2014-04-01T04:53Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-04-01T13:30:00-IPS-001,2014-04-01T13:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-04-05T09:40:00-IPS-001,2014-04-05T09:40Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-04-09T13:00:00-IPS-001,2014-04-09T13:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-04-11T06:00:00-IPS-001,2014-04-11T06:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-04-11T19:00:00-IPS-001,2014-04-11T19:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-04-12T02:30:00-IPS-001,2014-04-12T02:30Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-04-16T19:15:00-IPS-001,2014-04-16T19:15Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-04-18T19:00:00-IPS-001,2014-04-18T19:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-04-19T17:00:00-IPS-001,2014-04-19T17:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-04-20T10:22:00-IPS-001,2014-04-20T10:22Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-04-29T19:41:00-IPS-001,2014-04-29T19:41Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-05-01T12:00:00-IPS-001,2014-05-01T12:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-05-03T16:46:00-IPS-001,2014-05-03T16:46Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-05-06T04:21:00-IPS-001,2014-05-06T04:21Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2014-05-06T08:00:00-IPS-001,2014-05-06T08:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-05-07T21:35:00-IPS-001,2014-05-07T21:35Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-05-08T01:37:00-IPS-001,2014-05-08T01:37Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-05-10T13:30:00-IPS-001,2014-05-10T13:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-05-11T12:30:00-IPS-001,2014-05-11T12:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-05-12T08:30:00-IPS-001,2014-05-12T08:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-05-23T03:24:00-IPS-001,2014-05-23T03:24Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-05-27T18:40:00-IPS-001,2014-05-27T18:40Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-06-03T12:00:00-IPS-001,2014-06-03T12:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-06-05T11:00:00-IPS-001,2014-06-05T11:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-06-07T16:09:00-IPS-001,2014-06-07T16:09Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-06-08T01:44:00-IPS-001,2014-06-08T01:44Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-06-09T01:00:00-IPS-001,2014-06-09T01:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-06-09T09:30:00-IPS-001,2014-06-09T09:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-06-11T00:14:00-IPS-001,2014-06-11T00:14Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-06-13T00:53:00-IPS-001,2014-06-13T00:53Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-06-18T17:00:00-IPS-001,2014-06-18T17:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-06-23T11:00:00-IPS-001,2014-06-23T11:00Z,STEREO A,STEREO A: PLASTIC;STEREO A: IMPACT;,SWRC_CATALOG
2014-06-23T22:00:00-IPS-001,2014-06-23T22:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-06-27T18:00:00-IPS-001,2014-06-27T18:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-06-29T18:00:00-IPS-001,2014-06-29T18:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-06-29T23:30:00-IPS-001,2014-06-29T23:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-06-30T03:00:00-IPS-001,2014-06-30T03:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-07-01T12:51:00-IPS-001,2014-07-01T12:51Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-07-02T23:28:00-IPS-001,2014-07-02T23:28Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-07-04T16:53:00-IPS-001,2014-07-04T16:53Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-07-06T09:41:00-IPS-001,2014-07-06T09:41Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-07-12T07:30:00-IPS-001,2014-07-12T07:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-07-14T13:29:00-IPS-001,2014-07-14T13:29Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-07-18T10:00:00-IPS-001,2014-07-18T10:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-07-27T10:00:00-IPS-001,2014-07-27T10:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-07-27T16:01:00-IPS-001,2014-07-27T16:01Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2014-07-27T16:30:00-IPS-001,2014-07-27T16:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-07-30T12:00:00-IPS-001,2014-07-30T12:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-08-09T02:00:00-IPS-001,2014-08-09T02:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-08-09T12:00:00-IPS-001,2014-08-09T12:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-08-09T19:39:00-IPS-001,2014-08-09T19:39Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2014-08-10T03:00:00-IPS-001,2014-08-10T03:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-08-11T06:20:00-IPS-001,2014-08-11T06:20Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-08-11T08:20:00-IPS-001,2014-08-11T08:20Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-08-19T05:57:00-IPS-001,2014-08-19T05:57Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-08-22T06:00:00-IPS-001,2014-08-22T06:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-08-27T00:00:00-IPS-001,2014-08-27T00:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-08-31T07:00:00-IPS-001,2014-08-31T07:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
