Flare ID,Begin Time,Peak Time,End Time,Class Type,Source Location,Active Region,Instruments,Linked Events Activity ID
2015-11-03T18:43:00-FLR-001,2015-11-03T18:43Z,2015-11-03T19:09Z,2015-11-03T19:31Z,C5.5,N09E11,12443,GOES15: SEM/XRS 1.0-8.0,None
2015-11-04T03:20:00-FLR-001,2015-11-04T03:20Z,2015-11-04T03:25Z,2015-11-04T03:29Z,M1.9,N14W65,12445,GOES15: SEM/XRS 1.0-8.0,2015-11-04T03:48:00-CME-001
2015-11-04T08:47:00-FLR-001,2015-11-04T08:47Z,2015-11-04T09:00Z,2015-11-04T09:09Z,C4.6,N16W76,12445,GOES15: SEM/XRS 1.0-8.0,None
2015-11-04T11:56:00-FLR-001,2015-11-04T11:56Z,2015-11-04T12:03Z,2015-11-04T12:12Z,M2.6,N16W76,12445,GOES15: SEM/XRS 1.0-8.0,None
2015-11-04T13:30:00-FLR-001,2015-11-04T13:30Z,2015-11-04T13:52Z,2015-11-04T14:13Z,M3.7,N06W04,12443,GOES15: SEM/XRS 1.0-8.0,2015-11-04T14:24:00-CME-001
2015-11-09T12:49:00-FLR-001,2015-11-09T12:49Z,2015-11-09T13:12Z,2015-11-09T13:28Z,M3.9,S12E39,12449,GOES15: SEM/XRS 1.0-8.0,None
2015-12-01T07:59:00-FLR-001,2015-12-01T07:59Z,2015-12-01T08:10Z,2015-12-01T08:30Z,C3.6,N10W42,12458,GOES15: SEM/XRS 1.0-8.0,2015-12-01T09:54:00-CME-001
2015-12-16T08:34:00-FLR-001,2015-12-16T08:34Z,2015-12-16T09:03Z,2015-12-16T09:23Z,C6.6,S14W02,12468,GOES15: SEM/XRS 1.0-8.0,2015-12-16T09:36:00-CME-001
2015-12-21T00:52:00-FLR-001,2015-12-21T00:52Z,2015-12-21T01:03Z,2015-12-21T01:11Z,M2.8,N01E81,,GOES15: SEM/XRS 1.0-8.0,2015-12-21T01:24:00-CME-001
2015-12-21T10:09:00-FLR-001,2015-12-21T10:09Z,2015-12-21T10:19Z,2015-12-21T10:32Z,M1.1,N01E81,,GOES15: SEM/XRS 1.0-8.0,2015-12-21T10:48:00-CME-001
2015-12-22T03:15:00-FLR-001,2015-12-22T03:15Z,2015-12-22T03:34Z,2015-12-22T03:48Z,M1.6,S22E77,12473,GOES15: SEM/XRS 1.0-8.0,None
2015-12-22T13:06:00-FLR-001,2015-12-22T13:06Z,2015-12-22T13:38Z,2015-12-22T13:53Z,C6.3,N05E74,12472,GOES15: SEM/XRS 1.0-8.0,None
2015-12-23T00:23:00-FLR-001,2015-12-23T00:23Z,2015-12-23T00:40Z,2015-12-23T00:52Z,M4.7,S21E65,12473,GOES15: SEM/XRS 1.0-8.0,2015-12-23T01:09:00-CME-001
2015-12-24T01:49:00-FLR-001,2015-12-24T01:49Z,2015-12-24T02:12Z,2015-12-24T02:22Z,M1.1,S21E50,12473,GOES15: SEM/XRS 1.0-8.0,None
2015-12-28T11:20:00-FLR-001,2015-12-28T11:20Z,2015-12-28T12:45Z,2015-12-28T14:09Z,M1.8,S22W12,12473,GOES15: SEM/XRS 1.0-8.0,2015-12-28T12:39:00-CME-001
2015-12-29T10:11:00-FLR-001,2015-12-29T10:11Z,2015-12-29T10:32Z,2015-12-29T10:43Z,C6.8,S19W23,12473,GOES15: SEM/XRS 1.0-8.0,None
2016-01-01T23:00:00-FLR-001,2016-01-01T23:00Z,2015-01-02T00:10Z,,M2.3,S21W73,12473,GOES15: SEM/XRS 1.0-8.0;,2016-01-01T23:12:00-CME-001;2016-01-02T02:48:00-SEP-001;2016-01-02T04:30:00-SEP-001;
2016-01-28T11:48:00-FLR-001,2016-01-28T11:48Z,2016-01-28T12:02Z,2016-01-28T12:56Z,C9.6,N03W47,12488,GOES15: SEM/XRS 1.0-8.0,2016-01-28T12:24:00-CME-001
2016-02-04T18:15:00-FLR-001,2016-02-04T18:15Z,2016-02-04T18:22Z,2016-02-04T18:28Z,C5.1,S11E13,12494,GOES15: SEM/XRS 1.0-8.0,None
2016-02-11T20:18:00-FLR-001,2016-02-11T20:18Z,2016-02-11T21:03Z,2016-02-11T22:27Z,C8.9,N11W11,12497,GOES15: SEM/XRS 1.0-8.0,2016-02-11T21:28:00-CME-001
2016-02-12T10:37:00-FLR-001,2016-02-12T10:37Z,2016-02-12T10:47Z,2016-02-12T10:53Z,M1.0,N11W14,12497,GOES15: SEM/XRS 1.0-8.0,None
2016-02-13T15:18:00-FLR-001,2016-02-13T15:18Z,2016-02-13T15:24Z,2016-02-13T15:26Z,M1.8,N14W28,12497,GOES15: SEM/XRS 1.0-8.0,None
2016-02-14T19:20:00-FLR-001,2016-02-14T19:20Z,2016-02-14T19:26Z,2016-02-14T19:29Z,M1.0,N12W47,12497,GOES15: SEM/XRS 1.0-8.0,None
2016-02-15T10:41:00-FLR-001,2016-02-15T10:41Z,2016-02-15T11:00Z,2016-02-15T11:06Z,M1.1,N11W54,12497,GOES15: SEM/XRS 1.0-8.0,None
2016-02-17T04:54:00-FLR-001,2016-02-17T04:54Z,2016-02-17T05:01Z,2016-02-17T05:07Z,C9.4,N17W82,12497,GOES15: SEM/XRS 1.0-8.0,None
2016-03-16T06:34:00-FLR-001,2016-03-16T06:34Z,2016-03-16T06:45Z,2016-03-16T06:57Z,C2.2,N12W88,12522,GOES15: SEM/XRS 1.0-8.0,2016-03-16T07:00:00-CME-001
2016-04-09T12:08:00-FLR-001,2016-04-09T12:08Z,2016-04-09T13:42Z,2016-04-09T16:00Z,C2.8,N11E60,12529,GOES15: SEM/XRS 1.0-8.0,2016-04-09T13:36:00-CME-001
2016-04-18T00:14:00-FLR-001,2016-04-18T00:14Z,2016-04-18T00:29Z,2016-04-18T00:39Z,M6.7,N10W51,12529,GOES15: SEM/XRS 1.0-8.0,2016-04-18T00:36:00-CME-001
2016-06-27T09:42:00-FLR-001,2016-06-27T09:42Z,2016-06-27T09:58Z,2016-06-27T10:24Z,B5.8,N14E42,,GOES15: SEM/XRS 1.0-8.0,2016-06-27T10:24:00-CME-001
2016-07-07T07:49:00-FLR-001,2016-07-07T07:49Z,2016-07-07T07:56Z,,C5.1,S16W35,,GOES15: SEM/XRS 1.0-8.0,None
2016-07-10T00:53:00-FLR-001,2016-07-10T00:53Z,2016-07-10T00:59Z,,C8.6,N12E67,12564,GOES15: SEM/XRS 1.0-8.0,2016-07-10T00:53:00-CME-001
2016-07-21T00:41:00-FLR-001,2016-07-21T00:41Z,2016-07-21T00:46Z,2016-07-21T01:15Z,M1.2,N5W38,12567,GOES15: SEM/XRS 1.0-8.0,None
2016-07-21T01:34:00-FLR-001,2016-07-21T01:34Z,2016-07-21T01:48Z,2016-07-21T03:15Z,M1.0,N5W40,12567,GOES15: SEM/XRS 1.0-8.0,None
2016-07-23T01:46:00-FLR-001,2016-07-23T01:46Z,2016-07-23T02:11Z,2016-07-23T02:23Z,M5.0,N05W73,12565,GOES15: SEM/XRS 1.0-8.0,None
2016-07-23T05:00:00-FLR-001,2016-07-23T05:00Z,2016-07-23T05:16Z,2016-07-23T05:24Z,M7.6,N05W73,12565,GOES15: SEM/XRS 1.0-8.0,2016-07-23T05:24:00-CME-001
2016-07-23T05:27:00-FLR-001,2016-07-23T05:27Z,2016-07-23T05:31Z,2016-07-23T05:33Z,M5.5,N05W75,12565,GOES15: SEM/XRS 1.0-8.0,2016-07-23T05:24:00-CME-001
2016-07-24T06:09:00-FLR-001,2016-07-24T06:09Z,2016-07-24T06:20Z,2016-07-24T06:32Z,M2.0,N06W89,12567,GOES15: SEM/XRS 1.0-8.0,None
2016-07-24T17:30:00-FLR-001,2016-07-24T17:30Z,2016-07-24T17:43Z,2016-07-24T18:12Z,M1.9,N07W89,12567,GOES15: SEM/XRS 1.0-8.0,None
2016-08-07T14:37:00-FLR-001,2016-08-07T14:37Z,2016-08-07T14:44Z,2016-08-07T14:48Z,M1.3,S10W90,,GOES15: SEM/XRS 1.0-8.0,None
2016-08-09T00:34:00-FLR-001,2016-08-09T00:34Z,2016-08-09T00:42Z,2016-08-09T00:52Z,C8.9,S1E73,12574,GOES15: SEM/XRS 1.0-8.0,None
2016-11-29T17:19:00-FLR-001,2016-11-29T17:19Z,2016-11-29T17:23Z,2016-11-29T17:26Z,M1.0,S08E54,12615,GOES15: SEM/XRS 1.0-8.0,None
2016-11-29T23:29:00-FLR-001,2016-11-29T23:29Z,2016-11-29T23:38Z,2016-11-30T23:40Z,M1.2,S08E54,12615,GOES15: SEM/XRS 1.0-8.0,None
2016-12-10T16:48:00-FLR-001,2016-12-10T16:48Z,2016-12-10T17:15Z,2016-12-10T17:35Z,C4.0,S07W89,,GOES15: SEM/XRS 1.0-8.0,2016-12-10T17:24:00-CME-001
